Provenance,Destination,Train,Numéro,Jour,Arrivée (réelle),Arrivée (prévue),Retard (min),Cause,Arrêts
Saint-Gilles-Croix-de-Vie,Nantes ,TER,859118,09-03-2023,15:44:00,15:44:00,0,,"['Saint-Gilles-Croix-de-Vie', 'Saint-Hilaire-de-Riez - Gare SNCF', 'Challans', 'Machecoul', 'Sainte-Pazanne', 'Port-Saint-Père - Saint-Mars', 'Bouaye', 'Rezé Pont Rousseau', 'Nantes']"
Paris - Montparnasse - Hall 1 & 2,Nantes ,TGV INOUI,8875,09-03-2023,15:54:00,15:54:00,0,,"['Paris - Montparnasse - Hall 1 & 2', 'Le Mans', 'Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Nantes']"
"Noirmoutier-en-l'Île"", 'links': [], 'coord': {'lat': '47.000643', 'lon': '-2.249064'}, 'label': ""Noirmoutier-en-l'Île (Noirmoutier-en-l'Île)"", 'equipments': [], 'id': 'stop_point:SNCF:87320762:Coach'",Nantes ,TER,57524,09-03-2023,16:45:00,16:45:00,0,,"['Noirmoutier-en-l\'Île"", \'links\': [], \'coord\': {\'lat\': \'47.000643\', \'lon\': \'-2.249064\'}, \'label\': ""Noirmoutier-en-l\'Île (Noirmoutier-en-l\'Île)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87320762:Coach\'', 'La Guérinière - Rond-Point d\'Europe"", \'links\': [], \'coord\': {\'lat\': \'46.969739\', \'lon\': \'-2.239189\'}, \'label\': ""La Guérinière - Rond-Point d\'Europe (La Guérinière)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87463026:Coach\'', 'Barbâtre - Rond-Point de Gois', 'Fromentine - la Barre-de-Monts', 'Beauvoir-sur-Mer', 'Bouin', 'Bourgneuf-en-Retz - Centre-Écoles', 'Sainte-Pazanne - Mairie', 'Nantes']"
Pornic,Nantes ,TER,859272,09-03-2023,17:15:00,17:15:00,0,,"['Pornic', 'La Bernerie-en-Retz', 'Les Moutiers-en-Retz', 'Bourgneuf-en-Retz', 'Saint-Hilaire-de-Chaléons', 'Sainte-Pazanne', 'Port-Saint-Père - Saint-Mars', 'Bouaye', 'Rezé Pont Rousseau', 'Nantes']"
Nort-sur-Erdre,Nantes ,TER,859561,09-03-2023,17:29:10,17:29:10,0,,"['Nort-sur-Erdre', 'Sucé-sur-Erdre', 'La Chapelle - Aulnay', 'La Chapelle Centre', 'Erdre-Active', 'Babinière', 'Haluchère - Batignolles', 'Nantes']"
Ancenis,Nantes ,TER,859425,09-03-2023,17:35:00,17:35:00,0,,"['Ancenis', 'Oudon', 'Le Cellier', 'Mauves-sur-Loire', 'Thouaré', 'Nantes']"
Savenay,Nantes ,TER,858424,09-03-2023,17:37:00,17:37:00,0,,"['Savenay', 'Cordemais', 'Saint-Étienne-de-Montluc', 'Couëron', 'La Basse Indre - Saint-Herblain', 'Chantenay', 'Nantes']"
Saint-Gilles-Croix-de-Vie,Nantes ,TER,859122,09-03-2023,17:45:00,17:45:00,0,,"['Saint-Gilles-Croix-de-Vie', 'Saint-Hilaire-de-Riez - Gare SNCF', 'Challans', 'Machecoul', 'Sainte-Pazanne', 'Port-Saint-Père - Saint-Mars', 'Bouaye', 'Rezé Pont Rousseau', 'Nantes']"
Tours,Nantes ,TER,860125,09-03-2023,17:46:00,17:46:00,0,,"['Tours', 'Cinq-Mars-la-Pile', 'Langeais', 'Port Boulet', 'Saumur', 'Angers-Saint-Laud', 'Ancenis', 'Nantes']"
"Les Sables-d'Olonne"", 'links': [], 'coord': {'lat': '46.500032', 'lon': '-1.781116'}, 'label': ""Les Sables-d'Olonne (Les Sables-d'Olonne)"", 'equipments': [], 'id': 'stop_point:SNCF:87486449:Train'",Nantes ,TER,858872,09-03-2023,17:54:00,17:54:00,0,,"['Les Sables-d\'Olonne"", \'links\': [], \'coord\': {\'lat\': \'46.500032\', \'lon\': \'-1.781116\'}, \'label\': ""Les Sables-d\'Olonne (Les Sables-d\'Olonne)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486449:Train\'', 'La Mothe-Achard', 'La Roche-sur-Yon', 'Belleville-sur-Vie', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Montaigu', 'Clisson', 'Nantes']"
Clisson,Nantes ,TER,859776,09-03-2023,18:20:00,18:20:00,0,,"['Clisson', 'Gorges', 'Le Pallet', 'La Haie-Fouassière', 'Vertou', 'Saint-Sébastien - Frêne Rond', 'Saint-Sébastien - Pas Enchantés', 'Nantes']"
Bordeaux Saint-Jean,Nantes ,Intercités,3856,09-03-2023,18:25:00,18:05:00,20,Défaillance de matériel,"['Bordeaux Saint-Jean', 'Jonzac', 'Saintes', 'Rochefort', 'La Rochelle', 'Luçon', 'La Roche-sur-Yon', 'Nantes']"
Savenay,Nantes ,TER,858426,09-03-2023,18:37:00,18:37:00,0,,"['Savenay', 'Cordemais', 'Saint-Étienne-de-Montluc', 'Couëron', 'La Basse Indre - Saint-Herblain', 'Chantenay', 'Nantes']"
Angers-Saint-Laud,Nantes ,TER,857541,09-03-2023,18:38:00,18:38:00,0,,"['Angers-Saint-Laud', 'La Possonnière', 'Champtocé-sur-Loire', 'Ingrandes sur Loire', 'Varades - Saint-Florent-le-Vieil', 'Ancenis', 'Nantes']"
Redon,Nantes ,TER,858224,09-03-2023,18:44:00,18:44:00,0,,"['Redon', 'Sévérac', 'Saint-Gildas-des-Bois', 'Drefféac', 'Pontchâteau', 'Savenay', 'Nantes']"
Cholet,Nantes ,TER,37606,09-03-2023,18:50:00,18:50:00,0,,"['Cholet', 'Cholet les Halles', 'Nantes']"
Rennes,Nantes ,TER,858377,09-03-2023,18:52:30,18:52:30,0,,"['Rennes', 'Nantes']"
Ancenis,Nantes ,TER,859477,09-03-2023,19:09:00,19:09:00,0,,"['Ancenis', 'Oudon', 'Le Cellier', 'Mauves-sur-Loire', 'Thouaré', 'Nantes']"
Rennes,Nantes ,TER,857773,09-03-2023,19:16:00,19:16:00,0,,"['Rennes', 'Vitré', 'Laval', 'Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Ancenis', 'Nantes']"
Le Mans,Nantes ,TER,857325,09-03-2023,19:16:00,19:16:00,0,,"['Le Mans', 'Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Ancenis', 'Nantes']"
Clisson,Nantes ,TER,859774,09-03-2023,19:20:00,19:20:00,0,,"['Clisson', 'Gorges', 'Le Pallet', 'La Haie-Fouassière', 'Vertou', 'Saint-Sébastien - Frêne Rond', 'Saint-Sébastien - Pas Enchantés', 'Nantes']"
Saint-Nazaire,Nantes ,TER,858028,09-03-2023,19:21:00,19:21:00,0,,"['Saint-Nazaire', 'Penhoët', 'La Croix de Méan', 'Montoir-de-Bretagne', 'Donges', 'Savenay', 'Couëron', 'Nantes']"
Châteaubriant - Tram Train,Nantes ,TER,859613,09-03-2023,19:29:10,19:29:10,0,,"['Châteaubriant - Tram Train', 'Issé', 'Abbaretz', 'Nort-sur-Erdre', 'Sucé-sur-Erdre', 'La Chapelle - Aulnay', 'La Chapelle Centre', 'Erdre-Active', 'Babinière', 'Haluchère - Batignolles', 'Nantes']"
Savenay,Nantes ,TER,858428,09-03-2023,19:37:00,19:37:00,0,,"['Savenay', 'Cordemais', 'Saint-Étienne-de-Montluc', 'Couëron', 'La Basse Indre - Saint-Herblain', 'Chantenay', 'Nantes']"
"Noirmoutier-en-l'Île"", 'links': [], 'coord': {'lat': '47.000643', 'lon': '-2.249064'}, 'label': ""Noirmoutier-en-l'Île (Noirmoutier-en-l'Île)"", 'equipments': [], 'id': 'stop_point:SNCF:87320762:Coach'",Nantes ,TER,57508,09-03-2023,19:40:00,19:40:00,0,,"['Noirmoutier-en-l\'Île"", \'links\': [], \'coord\': {\'lat\': \'47.000643\', \'lon\': \'-2.249064\'}, \'label\': ""Noirmoutier-en-l\'Île (Noirmoutier-en-l\'Île)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87320762:Coach\'', 'L\'Épine"", \'links\': [], \'coord\': {\'lat\': \'46.98122\', \'lon\': \'-2.264228\'}, \'label\': ""L\'Épine (L\'Épine)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87743906:Coach\'', 'La Guérinière - Rond-Point d\'Europe"", \'links\': [], \'coord\': {\'lat\': \'46.969739\', \'lon\': \'-2.239189\'}, \'label\': ""La Guérinière - Rond-Point d\'Europe (La Guérinière)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87463026:Coach\'', 'Barbâtre - Rond-Point de Gois', 'Fromentine - la Barre-de-Monts', 'Beauvoir-sur-Mer', 'Bouin', 'Bourgneuf-en-Retz - Centre-Écoles', 'Sainte-Pazanne - Mairie', 'Nantes']"
Clisson,Nantes ,TER,859750,09-03-2023,19:46:00,19:46:00,0,,"['Clisson', 'Gorges', 'Le Pallet', 'La Haie-Fouassière', 'Vertou', 'Saint-Sébastien - Frêne Rond', 'Saint-Sébastien - Pas Enchantés', 'Nantes']"
Orléans,Nantes ,TER,860011,09-03-2023,19:46:00,19:46:00,0,,"['Orléans', 'Meung-sur-Loire', 'Beaugency', 'Mer', 'Blois - Chambord', 'Onzain - Chaumont-sur-Loire', 'Amboise', 'Montlouis', 'Saint-Pierre-des-Corps', 'Tours', 'Saumur', 'Angers-Saint-Laud', 'Ancenis', 'Nantes']"
Cholet,Nantes ,TER,859662,09-03-2023,19:50:00,19:50:00,0,,"['Cholet', 'Torfou-Tiffauges', 'Boussay - La Bruffière', 'Cugand', 'Clisson', 'Nantes']"
"Les Sables-d'Olonne"", 'links': [], 'coord': {'lat': '46.500032', 'lon': '-1.781116'}, 'label': ""Les Sables-d'Olonne (Les Sables-d'Olonne)"", 'equipments': [], 'id': 'stop_point:SNCF:87486449:Train'",Nantes ,TER,858876,09-03-2023,19:54:00,19:54:00,0,,"['Les Sables-d\'Olonne"", \'links\': [], \'coord\': {\'lat\': \'46.500032\', \'lon\': \'-1.781116\'}, \'label\': ""Les Sables-d\'Olonne (Les Sables-d\'Olonne)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486449:Train\'', 'Olonne-sur-Mer', 'La Mothe-Achard', 'La Roche-sur-Yon', 'Belleville-sur-Vie', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Montaigu', 'Clisson', 'Nantes']"
Paris - Montparnasse - Hall 1 & 2,Saint-Nazaire ,TGV INOUI,8905,09-03-2023,19:57:00,19:57:00,0,,"['Paris - Montparnasse - Hall 1 & 2', 'Angers-Saint-Laud', 'Nantes', 'Saint-Nazaire']"
Châteaubriant - Tram Train,Nantes ,TER,859615,09-03-2023,20:29:10,20:29:10,0,,"['Châteaubriant - Tram Train', 'Issé', 'Abbaretz', 'Nort-sur-Erdre', 'Sucé-sur-Erdre', 'La Chapelle - Aulnay', 'La Chapelle Centre', 'Erdre-Active', 'Babinière', 'Haluchère - Batignolles', 'Nantes']"
Redon,Nantes ,TER,858228,09-03-2023,20:43:00,20:43:00,0,,"['Redon', 'Sévérac', 'Saint-Gildas-des-Bois', 'Drefféac', 'Pontchâteau', 'Savenay', 'Nantes']"
Le Croisic,Nantes ,TER,858080,09-03-2023,20:48:00,20:48:00,0,,"['Le Croisic', 'Batz-sur-Mer', 'Le Pouliguen', 'La Baule-Escoublac', 'La Baule les Pins', 'Pornichet', 'Saint-Nazaire', 'Savenay', 'Nantes']"
Rennes,Nantes ,TER,858391,09-03-2023,20:52:00,20:52:00,0,,"['Rennes', 'Nantes']"
Rennes,Nantes ,TER,857777,09-03-2023,21:18:00,21:18:00,0,,"['Rennes', 'Vitré', 'Laval', 'Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Ancenis', 'Nantes']"
Cholet les Halles,Nantes ,TER,57976,09-03-2023,21:25:00,21:25:00,0,,"['Cholet les Halles', 'Cholet', 'Nantes']"
Paris Austerlitz,Nantes ,OUIGO Train Classique,4085,09-03-2023,22:15:00,22:15:00,0,,"['Paris Austerlitz', 'Les Aubrais', 'Blois - Chambord', 'Saint-Pierre-des-Corps', 'Saumur', 'Angers-Saint-Laud', 'Nantes']"
Strasbourg,Nantes ,TGV INOUI,5488,09-03-2023,22:19:00,22:19:00,0,,"['Strasbourg', 'Lorraine TGV', 'Meuse TGV', 'Champagne-Ardenne TGV', 'Aéroport Charles de Gaulle 2 TGV', 'Marne-la-Vallée - Chessy', 'Massy TGV', 'Le Mans', 'Angers-Saint-Laud', 'Nantes']"
Clisson,Nantes ,TER,859798,10-03-2023,06:20:00,06:20:00,0,,"['Clisson', 'Gorges', 'Le Pallet', 'La Haie-Fouassière', 'Vertou', 'Saint-Sébastien - Frêne Rond', 'Saint-Sébastien - Pas Enchantés', 'Nantes']"
La Roche-sur-Yon,Nantes ,TER,858800,10-03-2023,06:25:00,06:25:00,0,,"['La Roche-sur-Yon', 'Belleville-sur-Vie', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Montaigu', 'Clisson', 'Nantes']"
Ancenis,Nantes ,TER,859403,10-03-2023,06:34:00,06:34:00,0,,"['Ancenis', 'Oudon', 'Le Cellier', 'Mauves-sur-Loire', 'Thouaré', 'Nantes']"
Savenay,Nantes ,TER,858402,10-03-2023,06:36:00,06:36:00,0,,"['Savenay', 'Cordemais', 'Saint-Étienne-de-Montluc', 'Couëron', 'La Basse Indre - Saint-Herblain', 'Chantenay', 'Nantes']"
Angers-Saint-Laud,Nantes ,TER,857501,10-03-2023,06:38:00,06:38:00,0,,"['Angers-Saint-Laud', 'La Possonnière', 'Champtocé-sur-Loire', 'Ingrandes sur Loire', 'Varades - Saint-Florent-le-Vieil', 'Ancenis', 'Nantes']"
Clisson,Nantes ,TER,859766,10-03-2023,06:46:00,06:46:00,0,,"['Clisson', 'Gorges', 'Le Pallet', 'La Haie-Fouassière', 'Vertou', 'Saint-Sébastien - Frêne Rond', 'Saint-Sébastien - Pas Enchantés', 'Nantes']"
Le Croisic,Nantes ,TER,858052,10-03-2023,06:48:00,06:48:00,0,,"['Le Croisic', 'Batz-sur-Mer', 'Le Pouliguen', 'La Baule-Escoublac', 'La Baule les Pins', 'Pornichet', 'Saint-Nazaire', 'Savenay', 'Nantes']"
"Les Sables-d'Olonne"", 'links': [], 'coord': {'lat': '46.500032', 'lon': '-1.781116'}, 'label': ""Les Sables-d'Olonne (Les Sables-d'Olonne)"", 'equipments': [], 'id': 'stop_point:SNCF:87486449:Train'",Nantes ,TER,858850,10-03-2023,06:50:00,06:50:00,0,,"['Les Sables-d\'Olonne"", \'links\': [], \'coord\': {\'lat\': \'46.500032\', \'lon\': \'-1.781116\'}, \'label\': ""Les Sables-d\'Olonne (Les Sables-d\'Olonne)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486449:Train\'', 'La Mothe-Achard', 'La Roche-sur-Yon', 'Belleville-sur-Vie', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Montaigu', 'Clisson', 'Nantes']"
Saint-Gilles-Croix-de-Vie,Nantes ,TER,859100,10-03-2023,06:50:00,06:50:00,0,,"['Saint-Gilles-Croix-de-Vie', 'Saint-Hilaire-de-Riez - Gare SNCF', 'Challans', 'Machecoul', 'Sainte-Pazanne', 'Port-Saint-Père - Saint-Mars', 'Bouaye', 'Rezé Pont Rousseau', 'Nantes']"
Nort-sur-Erdre,Nantes ,TER,859551,10-03-2023,06:53:00,06:53:00,0,,"['Nort-sur-Erdre', 'Sucé-sur-Erdre', 'La Chapelle - Aulnay', 'La Chapelle Centre', 'Erdre-Active', 'Babinière', 'Haluchère - Batignolles', 'Nantes']"
Cholet,Nantes ,TER,859650,10-03-2023,07:01:00,07:01:00,0,,"['Cholet', 'Torfou-Tiffauges', 'Boussay - La Bruffière', 'Cugand', 'Clisson', 'Nantes']"
Ancenis,Nantes ,TER,859453,10-03-2023,07:09:00,07:09:00,0,,"['Ancenis', 'Oudon', 'Le Cellier', 'Mauves-sur-Loire', 'Thouaré', 'Nantes']"
Le Mans,Nantes ,TER,857301,10-03-2023,07:13:00,07:13:00,0,,"['Le Mans', 'Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Ancenis', 'Nantes']"
Clisson,Nantes ,TER,859796,10-03-2023,07:20:00,07:20:00,0,,"['Clisson', 'Gorges', 'Le Pallet', 'La Haie-Fouassière', 'Vertou', 'Saint-Sébastien - Frêne Rond', 'Saint-Sébastien - Pas Enchantés', 'Nantes']"
Saint-Jean-de-Monts - Gare Routière,Nantes ,TER,57646,10-03-2023,07:20:00,07:20:00,0,,"['Saint-Jean-de-Monts - Gare Routière', 'Le Perrier', 'Challans', 'Machecoul', 'Nantes']"
Saint-Nazaire,Nantes ,TER,858004,10-03-2023,07:21:00,07:21:00,0,,"['Saint-Nazaire', 'Penhoët', 'La Croix de Méan', 'Montoir-de-Bretagne', 'Donges', 'Savenay', 'Couëron', 'Nantes']"
La Roche-sur-Yon,Nantes ,TER,858802,10-03-2023,07:25:30,07:25:30,0,,"['La Roche-sur-Yon', 'Belleville-sur-Vie', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Montaigu', 'Clisson', 'Nantes']"
Pornic,Nantes ,TER,859252,10-03-2023,07:29:00,07:29:00,0,,"['Pornic', 'La Bernerie-en-Retz', 'Les Moutiers-en-Retz', 'Bourgneuf-en-Retz', 'Saint-Hilaire-de-Chaléons', 'Sainte-Pazanne', 'Port-Saint-Père - Saint-Mars', 'Bouaye', 'Rezé Pont Rousseau', 'Nantes']"
Châteaubriant - Tram Train,Nantes ,TER,859601,10-03-2023,07:29:00,07:29:00,0,,"['Châteaubriant - Tram Train', 'Issé', 'Abbaretz', 'Nort-sur-Erdre', 'Sucé-sur-Erdre', 'La Chapelle - Aulnay', 'La Chapelle Centre', 'Erdre-Active', 'Babinière', 'Haluchère - Batignolles', 'Nantes']"
Ancenis,Nantes ,TER,859405,10-03-2023,07:34:00,07:34:00,0,,"['Ancenis', 'Oudon', 'Le Cellier', 'Mauves-sur-Loire', 'Thouaré', 'Nantes']"
"Noirmoutier-en-l'Île"", 'links': [], 'coord': {'lat': '47.000643', 'lon': '-2.249064'}, 'label': ""Noirmoutier-en-l'Île (Noirmoutier-en-l'Île)"", 'equipments': [], 'id': 'stop_point:SNCF:87320762:Coach'",Nantes ,TER,57500,10-03-2023,07:35:00,07:35:00,0,,"['Noirmoutier-en-l\'Île"", \'links\': [], \'coord\': {\'lat\': \'47.000643\', \'lon\': \'-2.249064\'}, \'label\': ""Noirmoutier-en-l\'Île (Noirmoutier-en-l\'Île)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87320762:Coach\'', 'L\'Épine"", \'links\': [], \'coord\': {\'lat\': \'46.98122\', \'lon\': \'-2.264228\'}, \'label\': ""L\'Épine (L\'Épine)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87743906:Coach\'', 'La Guérinière - Rond-Point d\'Europe"", \'links\': [], \'coord\': {\'lat\': \'46.969739\', \'lon\': \'-2.239189\'}, \'label\': ""La Guérinière - Rond-Point d\'Europe (La Guérinière)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87463026:Coach\'', 'Barbâtre - Rond-Point de Gois', 'Fromentine - la Barre-de-Monts', 'Beauvoir-sur-Mer', 'Bouin', 'Bourgneuf-en-Retz - Centre-Écoles', 'Nantes']"
Savenay,Nantes ,TER,858404,10-03-2023,07:36:00,07:36:00,0,,"['Savenay', 'Cordemais', 'Saint-Étienne-de-Montluc', 'Couëron', 'La Basse Indre - Saint-Herblain', 'Chantenay', 'Nantes']"
Cholet,Nantes ,TER,859652,10-03-2023,07:37:00,07:37:00,0,,"['Cholet', 'Torfou-Tiffauges', 'Boussay - La Bruffière', 'Cugand', 'Clisson', 'Nantes']"
Angers-Saint-Laud,Nantes ,TER,857539,10-03-2023,07:38:00,07:38:00,0,,"['Angers-Saint-Laud', 'La Possonnière', 'Champtocé-sur-Loire', 'Ingrandes sur Loire', 'Varades - Saint-Florent-le-Vieil', 'Ancenis', 'Nantes']"
Redon,Nantes ,TER,858202,10-03-2023,07:44:00,07:44:00,0,,"['Redon', 'Sévérac', 'Saint-Gildas-des-Bois', 'Drefféac', 'Pontchâteau', 'Savenay', 'Saint-Étienne-de-Montluc', 'Nantes']"
Saumur,Nantes ,TER,858703,10-03-2023,07:46:00,07:46:00,0,,"['Saumur', 'Les Rosiers-sur-Loire', 'La Ménitré', 'Saint-Mathurin', 'La Bohalle', 'Trélazé', 'Angers-Saint-Laud', 'Ancenis', 'Nantes']"
Le Croisic,Nantes ,TER,858054,10-03-2023,07:48:00,07:48:00,0,,"['Le Croisic', 'Batz-sur-Mer', 'Le Pouliguen', 'La Baule-Escoublac', 'La Baule les Pins', 'Pornichet', 'Saint-Nazaire', 'Savenay', 'Nantes']"
Saint-Gilles-Croix-de-Vie,Nantes ,TER,859102,10-03-2023,07:50:00,07:50:00,0,,"['Saint-Gilles-Croix-de-Vie', 'Saint-Hilaire-de-Riez - Gare SNCF', 'Challans', 'Machecoul', 'Sainte-Pazanne', 'Port-Saint-Père - Saint-Mars', 'Bouaye', 'Rezé Pont Rousseau', 'Nantes']"
Clisson,Nantes ,TER,859764,10-03-2023,07:50:00,07:50:00,0,,"['Clisson', 'Gorges', 'Le Pallet', 'La Haie-Fouassière', 'Vertou', 'Saint-Sébastien - Frêne Rond', 'Saint-Sébastien - Pas Enchantés', 'Nantes']"
Nort-sur-Erdre,Nantes ,TER,859569,10-03-2023,07:53:00,07:53:00,0,,"['Nort-sur-Erdre', 'Sucé-sur-Erdre', 'La Chapelle - Aulnay', 'La Chapelle Centre', 'Erdre-Active', 'Babinière', 'Haluchère - Batignolles', 'Nantes']"
"Les Sables-d'Olonne"", 'links': [], 'coord': {'lat': '46.500032', 'lon': '-1.781116'}, 'label': ""Les Sables-d'Olonne (Les Sables-d'Olonne)"", 'equipments': [], 'id': 'stop_point:SNCF:87486449:Train'",Nantes ,TER,858852,10-03-2023,07:54:00,07:54:00,0,,"['Les Sables-d\'Olonne"", \'links\': [], \'coord\': {\'lat\': \'46.500032\', \'lon\': \'-1.781116\'}, \'label\': ""Les Sables-d\'Olonne (Les Sables-d\'Olonne)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486449:Train\'', 'Olonne-sur-Mer', 'La Mothe-Achard', 'La Roche-sur-Yon', 'Belleville-sur-Vie', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Montaigu', 'Clisson', 'Nantes']"
