Provenance,Destination,Train,Numéro,Jour,Arrivée (réelle),Arrivée (prévue),Retard (min),Cause,Arrêts
Narbonne,Avignon Centre ,TER,876412,10-03-2023,11:19:00,11:09:00,10,Conditions météorologiques,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Avignon Centre,Port-Bou ,TER,86985,10-03-2023,12:48:00,12:48:00,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Paris - Gare de Lyon - Hall 1 & 2,Montpellier Saint-Roch ,TGV INOUI,6033,10-03-2023,13:13:00,13:13:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch']"
Paris - Gare de Lyon - Hall 1 & 2,Barcelona Sants ,TGV INOUI,9713,10-03-2023,13:13:00,13:13:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Perpignan', 'Figueres - Vilafant', 'Girona/Gerona']"
Lyon Part Dieu,Toulouse Matabiau ,TGV INOUI,6823,10-03-2023,14:03:00,14:03:00,0,,"['Lyon Part Dieu', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau']"
Avignon Centre,Port-Bou ,TER,86987,10-03-2023,14:47:30,14:47:30,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Marseille - Saint-Charles,Bordeaux Saint-Jean ,Intercités,4762,10-03-2023,15:02:00,15:02:00,0,,"['Marseille - Saint-Charles', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau', 'Montauban Ville Bourbon', 'Agen', 'Bordeaux Saint-Jean']"
Narbonne,Marseille - Saint-Charles ,TER,876542,10-03-2023,15:32:30,15:32:30,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Avignon Centre,Port-Bou ,TER,86989,10-03-2023,16:49:00,16:49:00,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4661,10-03-2023,16:52:00,16:52:00,0,,"['Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau', 'Carcassonne', 'Narbonne', 'Béziers', 'Montpellier Saint-Roch', 'Nîmes Centre', 'Arles', 'Marseille - Saint-Charles']"
Port-Bou,Avignon Centre ,TER,86992,10-03-2023,17:09:00,17:09:00,0,,"['Port-Bou', 'Cerbère', 'Banyuls-sur-Mer', 'Port-Vendres', 'Collioure', 'Argelès-sur-Mer', 'Elne', 'Perpignan', 'Rivesaltes', 'Salses', 'Leucate la Franqui', 'Port-la-Nouvelle', 'Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Avignon Centre,Cerbère ,TER,876427,10-03-2023,18:51:00,18:51:00,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4663,10-03-2023,18:54:00,18:54:00,0,,"['Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau', 'Carcassonne', 'Narbonne', 'Béziers', 'Montpellier Saint-Roch', 'Nîmes Centre', 'Marseille - Saint-Charles']"
Port-Bou,Avignon Centre ,TER,86994,10-03-2023,19:08:00,19:08:00,0,,"['Port-Bou', 'Cerbère', 'Banyuls-sur-Mer', 'Port-Vendres', 'Collioure', 'Argelès-sur-Mer', 'Elne', 'Perpignan', 'Rivesaltes', 'Salses', 'Leucate la Franqui', 'Port-la-Nouvelle', 'Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Paris - Gare de Lyon - Hall 1 & 2,Montpellier Saint-Roch ,TGV INOUI,6223,10-03-2023,20:29:30,20:29:30,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4665,10-03-2023,20:52:00,20:52:00,0,,"['Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau', 'Carcassonne', 'Narbonne', 'Béziers', 'Montpellier Saint-Roch', 'Nîmes Centre', 'Marseille - Saint-Charles']"
Nîmes Centre,Toulouse Matabiau ,TER,876205,11-03-2023,06:10:30,06:10:30,0,,"['Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète', 'Marseillan Plage', 'Agde', 'Vias', 'Béziers', 'Coursan', 'Narbonne', 'Lézignan-Corbières', 'Carcassonne', 'Bram', 'Castelnaudary', 'Avignonet', 'Villefranche-de-Lauragais', 'Villenouvelle', 'Baziège', 'Montlaur', 'Escalquens', 'Labège - Village', 'Labège - Innopole', 'Montaudran', 'Toulouse Matabiau']"
Narbonne,Marseille - Saint-Charles ,TER,876532,11-03-2023,06:33:30,06:33:30,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Narbonne,Avignon Centre ,TER,876304,11-03-2023,07:32:00,07:32:00,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Gallargues', 'Vergèze - Codognan', 'Uchaud', 'Milhaud', 'Saint-Césaire', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Nîmes Centre,Montpellier Saint-Roch ,TER,876301,11-03-2023,07:39:00,07:39:00,0,,"['Nîmes Centre', 'Saint-Césaire', 'Vergèze - Codognan', 'Lunel', 'Lunel-Viel', 'Valergues - Lansargues', 'Baillargues', 'Saint-Aunès', 'Montpellier Saint-Roch']"
Narbonne,Avignon Centre ,TER,876404,11-03-2023,08:09:00,08:09:00,0,,"['Narbonne', 'Coursan', 'Béziers', 'Vias', 'Agde', 'Marseillan Plage', 'Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Nîmes Centre,Montpellier Saint-Roch ,TER,876603,11-03-2023,08:25:00,08:25:00,0,,"['Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch']"
Avignon Centre,Perpignan ,TER,876407,11-03-2023,08:47:30,08:47:30,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan']"
Narbonne,Marseille - Saint-Charles ,TER,876538,11-03-2023,09:09:00,09:09:00,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Nîmes Centre,Sète ,TER,876343,11-03-2023,09:20:00,09:20:00,0,,"['Nîmes Centre', 'Saint-Césaire', 'Vergèze - Codognan', 'Lunel', 'Lunel-Viel', 'Valergues - Lansargues', 'Baillargues', 'Saint-Aunès', 'Montpellier Saint-Roch', 'Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète']"
Cerbère,Avignon Centre ,TER,876408,11-03-2023,10:04:30,10:04:30,0,,"['Cerbère', 'Banyuls-sur-Mer', 'Port-Vendres', 'Collioure', 'Argelès-sur-Mer', 'Elne', 'Perpignan', 'Rivesaltes', 'Salses', 'Leucate la Franqui', 'Port-la-Nouvelle', 'Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Vittel,Nancy ,TER,35122,10-03-2023,10:30:00,10:30:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836214,10-03-2023,10:39:00,10:39:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Mirecourt,Nancy ,TER,35142,10-03-2023,10:40:00,10:40:00,0,,"['Mirecourt', '', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Luxembourg (CFL),Nancy ,TER,88520,10-03-2023,11:12:30,11:12:30,0,,"['Luxembourg (CFL)', 'Howald', 'Bettembourg', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Paris Est,Nancy ,TGV INOUI,2507,10-03-2023,11:44:00,11:44:00,0,,"['Paris Est', 'Nancy']"
Metz Ville,Nancy ,TER,837536,10-03-2023,12:10:00,12:10:00,0,,"['Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Vittel,Nancy ,TER,35124,10-03-2023,12:10:00,12:10:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836218,10-03-2023,12:39:00,12:39:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Mirecourt,Nancy ,TER,35012,10-03-2023,12:40:00,12:40:00,0,,"['Mirecourt', '', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Lorraine TGV,Nancy ,SNCF,68165,10-03-2023,13:20:00,13:20:00,0,,"['Lorraine TGV', 'Nancy']"
Mirecourt,Nancy ,TER,35144,10-03-2023,13:40:00,13:40:00,0,,"['Mirecourt', '', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Metz Ville,Nancy ,TER,837542,10-03-2023,13:40:00,13:40:00,0,,"['Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Vittel,Nancy ,TER,35126,10-03-2023,13:55:00,13:55:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Neufchâteau Lycée Professionnel,Nancy ,TER,35235,10-03-2023,13:59:00,13:59:00,0,,"['Neufchâteau Lycée Professionnel', 'Neufchâteau', 'Toul', 'Nancy']"
Longwy,Nancy ,TER,429074,10-03-2023,15:25:00,15:25:00,0,,"['Longwy', 'Longuyon', 'Baroncourt', 'Conflans - Jarny', 'Onville', 'Pont-à-Mousson', 'Nancy']"
Mirecourt,Nancy ,TER,35014,10-03-2023,15:40:00,15:40:00,0,,"['Mirecourt', '', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Metz Ville,Nancy ,TER,837548,10-03-2023,15:40:00,15:40:00,0,,"['Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Paris Est,Nancy ,TGV INOUI,2509,10-03-2023,15:44:00,15:44:00,0,,"['Paris Est', 'Champagne-Ardenne TGV', 'Meuse TGV', 'Nancy']"
Vittel,Nancy ,TER,35128,10-03-2023,15:50:00,15:50:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Lunéville,Bar-le-Duc ,TER,833608,10-03-2023,16:29:30,16:29:30,0,,"['Lunéville', 'Mont-sur-Meurthe', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Laneuveville-devant-Nancy', 'Jarville-la-Malgrange', 'Nancy', 'Frouard', 'Liverdun', 'Toul', 'Commercy', 'Bar-le-Duc']"
Mirecourt Lycée Agricole,Nancy ,TER,35164,10-03-2023,16:40:00,16:40:00,0,,"['Mirecourt Lycée Agricole', 'Mirecourt', '', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Metz Ville,Nancy ,TER,837558,10-03-2023,17:10:00,17:10:00,0,,"['Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836228,10-03-2023,17:22:00,17:22:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Longwy,Nancy ,TER,429250,10-03-2023,17:25:00,17:25:00,0,,"['Longwy', 'Longuyon', 'Baroncourt', 'Conflans - Jarny', 'Onville', 'Pont-à-Mousson', 'Nancy']"
Lunéville,Toul ,TER,833662,10-03-2023,17:29:00,17:29:00,0,,"['Lunéville', 'Mont-sur-Meurthe', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Laneuveville-devant-Nancy', 'Jarville-la-Malgrange', 'Nancy', 'Champigneulles', 'Liverdun', 'Toul']"
Lorraine TGV,Nancy ,SNCF,68173,10-03-2023,17:35:00,17:35:00,0,,"['Lorraine TGV', 'Nancy']"
Mirecourt,Nancy ,TER,35018,10-03-2023,17:40:00,17:40:00,0,,"['Mirecourt', '', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Vittel,Nancy ,TER,35130,10-03-2023,17:45:00,17:45:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Lunéville,Bar-le-Duc ,TER,833612,10-03-2023,18:29:00,18:29:00,0,,"['Lunéville', 'Mont-sur-Meurthe', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Laneuveville-devant-Nancy', 'Jarville-la-Malgrange', 'Nancy', 'Frouard', 'Liverdun', 'Toul', 'Commercy', 'Bar-le-Duc']"
Metz Ville,Nancy ,TER,837566,10-03-2023,18:35:30,18:35:30,0,,"['Metz Ville', 'Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Pompey', 'Frouard', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836232,10-03-2023,18:39:00,18:39:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Paris Est,Nancy ,TGV INOUI,2515,10-03-2023,18:44:00,18:44:00,0,,"['Paris Est', 'Nancy']"
Martigny-les-Bains Abri Rue Abbé Thiébaut,Nancy ,TER,35020,10-03-2023,18:53:00,18:53:00,0,,"['Martigny-les-Bains Abri Rue Abbé Thiébaut', 'Martigny-les-Bains Collège', 'Contrexéville', 'Vittel', 'Haréville-sous-Montfort Centre', 'Rémoncourt Route Principale', 'Hymont Mairie', 'Mattaincourt La Poste', 'Mirecourt Lycée Agricole', 'Mirecourt', '', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Neufchâteau,Nancy ,TER,35243,10-03-2023,19:01:00,19:01:00,0,,"['Neufchâteau', 'Neufchâteau Hôpital', 'Soulosse Route Nationale', 'Martigny-Les-Gerbonvaux Centre', 'Autreville Centre', 'Colombey-les-Belles Mairie', 'Toul', 'Nancy']"
Saint-Dié-des-Vosges,Nancy ,TER,834156,10-03-2023,19:10:00,19:10:00,0,,"['Saint-Dié-des-Vosges', 'Étival-Clairefontaine', 'Raon-l\'Étape"", \'links\': [], \'coord\': {\'lat\': \'48.403947\', \'lon\': \'6.837042\'}, \'label\': ""Raon-l\'Étape (Raon-l\'Étape)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87144626:Train\'', 'Baccarat', 'Saint-Clément - Laronxe', 'Lunéville', 'Nancy']"
Paris Est,Saint-Dié-des-Vosges ,TGV INOUI,2593,10-03-2023,19:48:00,19:48:00,0,,"['Paris Est', 'Meuse TGV', 'Nancy', 'Saint-Dié-des-Vosges']"
Paris Est,Remiremont ,TGV INOUI,2573,10-03-2023,19:48:00,19:48:00,0,,"['Paris Est', 'Meuse TGV', 'Nancy', 'Épinal', 'Remiremont']"
Vittel,Nancy ,TER,35132,10-03-2023,19:50:00,19:50:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Vittel,Nancy ,TER,35026,10-03-2023,20:46:00,20:46:00,0,,"['Vittel', 'Mirecourt', '', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Paris Est,Strasbourg ,TGV INOUI,2583,10-03-2023,21:19:00,21:19:00,0,,"['Paris Est', 'Nancy', 'Sarrebourg', 'Saverne', 'Strasbourg']"
Metz Ville,Nancy ,TER,837584,10-03-2023,21:32:30,21:32:30,0,,"['Metz Ville', 'Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Pompey', 'Frouard', 'Nancy']"
Metz Ville,Nancy ,TER,429086,11-03-2023,00:12:00,00:12:00,0,,"['Metz Ville', 'Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Marbache', 'Pompey', 'Frouard', 'Champigneulles', 'Nancy']"
Bettembourg,Nancy ,TER,88600,11-03-2023,07:11:30,07:11:30,0,,"['Bettembourg', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Lunéville,Nancy ,TER,835074,11-03-2023,07:29:00,07:29:00,0,,"['Lunéville', 'Mont-sur-Meurthe', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Laneuveville-devant-Nancy', 'Jarville-la-Malgrange', 'Nancy']"
Vittel,Nancy ,TER,35138,11-03-2023,07:40:00,07:40:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Mirecourt,Nancy ,TER,35000,11-03-2023,07:40:00,07:40:00,0,,"['Mirecourt', '', 'Poussay Rue de Mirecourt', 'Diarville - Place du Docteur Midon', 'Praye-sous-Vaudemont PN', 'Tantonville Ligneville', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Neufchâteau,Nancy ,TER,35237,11-03-2023,07:45:00,07:45:00,0,,"['Neufchâteau', 'Neufchâteau Hôpital', 'Soulosse Route Nationale', 'Martigny-Les-Gerbonvaux Centre', 'Autreville Centre', 'Colombey-les-Belles Mairie', 'Toul', 'Liverdun', 'Nancy']"
Strasbourg,Nancy ,TER,835012,11-03-2023,08:47:00,08:47:00,0,,"['Strasbourg', 'Brumath', 'Saverne', 'Sarrebourg', 'Igney - Avricourt', 'Lunéville', 'Nancy']"
Contrexéville,Nancy ,TER,35008,11-03-2023,08:50:00,08:50:00,0,,"['Contrexéville', 'Vittel', 'Hymont Mairie', 'Mattaincourt La Poste', 'Mirecourt Lycée Agricole', 'Mirecourt', '', 'Poussay Rue de Mirecourt', 'Diarville - Place du Docteur Midon', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Strasbourg,Bar-le-Duc ,TER,839164,11-03-2023,08:53:00,08:53:00,0,,"['Strasbourg', 'Saverne', 'Sarrebourg', 'Lunéville', 'Nancy', 'Toul', 'Commercy', 'Bar-le-Duc']"
Paris Est,Nancy ,TGV INOUI,2503,11-03-2023,09:16:00,09:16:00,0,,"['Paris Est', 'Champagne-Ardenne TGV', 'Meuse TGV', 'Nancy']"
Vittel,Nancy ,TER,35134,11-03-2023,09:25:00,09:25:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Paris - Gare de Lyon - Hall 1 & 2,Grenoble ,TGV INOUI,6311,10-03-2023,14:09:00,14:09:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Saint-Exupéry TGV', 'Grenoble']"
Gap,Grenoble ,TER,885664,10-03-2023,14:32:00,14:32:00,0,,"['Gap', 'Veynes - Dévoluy', 'Aspres-sur-Buëch', 'Lus-la-Croix-Haute', 'Clelles - Mens', 'Monestier-de-Clermont', 'Vif', 'Saint-Georges-de-Commiers', 'Jarrie - Vizille', 'Pont-de-Claix', 'Grenoble']"
Paris - Gare de Lyon - Hall 1 & 2,Grenoble ,TGV INOUI,6917,10-03-2023,15:13:00,15:13:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Lyon Saint-Exupéry TGV', 'Grenoble']"
Gap,Grenoble ,TER,885660,11-03-2023,09:57:00,09:57:00,0,,"['Gap', 'Veynes - Dévoluy', 'Aspres-sur-Buëch', 'Lus-la-Croix-Haute', 'Clelles - Mens', 'Monestier-de-Clermont', 'Vif', 'Saint-Georges-de-Commiers', 'Jarrie - Vizille', 'Pont-de-Claix', 'Grenoble']"
Saarbrücken - Hauptbahnhof,Metz Ville ,TER,88834,10-03-2023,10:21:00,10:21:00,0,,"['Saarbrücken - Hauptbahnhof', 'Forbach', 'Béning', 'Hombourg-Haut', 'Saint-Avold', 'Faulquemont', 'Rémilly', 'Metz Ville']"
Luxembourg (CFL),Nancy ,TER,88520,10-03-2023,10:31:00,10:31:00,0,,"['Luxembourg (CFL)', 'Howald', 'Bettembourg', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Verdun,Metz Ville ,TER,75083,10-03-2023,10:35:00,10:35:00,0,,"['Verdun', 'Verdun la Tour du Champ', 'Étain', 'Étain', 'Conflans - Jarny', 'Metz Ville']"
Longwy,Metz Ville ,TER,75047,10-03-2023,10:40:00,10:40:00,0,,"['Longwy', 'Metz Ville']"
Luxembourg (CFL),Paris Est ,TGV INOUI,2864,10-03-2023,11:03:30,11:03:30,0,,"['Luxembourg (CFL)', 'Thionville', 'Metz Ville', 'Paris Est']"
Forbach,Metz Ville ,TER,23736,10-03-2023,11:20:00,11:20:00,0,,"['Forbach', 'Béning', 'Hombourg-Haut', 'Saint-Avold', 'Faulquemont', 'Rémilly', 'Metz Ville']"
Nancy,Metz Ville ,TER,837533,10-03-2023,12:01:00,12:01:00,0,,"['Nancy', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Paris Est,Luxembourg ,TGV INOUI,2815,10-03-2023,12:09:00,12:09:00,0,,"['Paris Est', 'Metz Ville', 'Thionville', 'Luxembourg (CFL)']"
Nancy,Luxembourg ,TER,88509,10-03-2023,12:25:00,12:25:00,0,,"['Nancy', 'Frouard', 'Pompey', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Verdun,Metz Ville ,TER,429115,10-03-2023,12:57:00,12:57:00,0,,"['Verdun', 'Étain', 'Conflans - Jarny', 'Homécourt', 'Jœuf', 'Moyeuvre-Grande', 'Rombas - Clouange', 'Hagondange', 'Metz Ville']"
Luxembourg (CFL),Metz Ville ,TER,88727,10-03-2023,13:00:00,13:00:00,0,,"['Luxembourg (CFL)', 'Howald', 'Bettembourg', 'Thionville', 'Hagondange', 'Metz Ville']"
Lorraine TGV,Metz Ville ,SNCF,68135,10-03-2023,13:12:00,13:12:00,0,,"['Lorraine TGV', 'Metz Ville']"
Verdun,Metz Ville ,TER,75085,10-03-2023,13:35:00,13:35:00,0,,"['Verdun', 'Verdun la Tour du Champ', 'Étain', 'Étain', 'Conflans - Jarny', 'Metz Ville']"
Longwy,Metz Ville ,TER,75049,10-03-2023,13:37:00,13:37:00,0,,"['Longwy', 'Metz Ville']"
Strasbourg,Paris Est ,OUIGO,7692,10-03-2023,13:37:30,13:37:30,0,,"['Strasbourg', 'Metz Ville', 'Paris Est']"
