Provenance,Destination,Train,Numéro,Jour,Arrivée (réelle),Arrivée (prévue),Retard (min),Cause,Arrêts
Sucé-sur-Erdre,Nantes ,TER,859521,11-03-2023,08:29:00,08:29:00,0,,"['Sucé-sur-Erdre', 'La Chapelle - Aulnay', 'La Chapelle Centre', 'Erdre-Active', 'Babinière', 'Haluchère - Batignolles', 'Nantes']"
Cholet,Nantes ,TER,859654,11-03-2023,08:37:00,08:37:00,0,,"['Cholet', 'Torfou-Tiffauges', 'Boussay - La Bruffière', 'Cugand', 'Clisson', 'Nantes']"
Redon,Nantes ,TER,858204,11-03-2023,08:43:00,08:43:00,0,,"['Redon', 'Sévérac', 'Saint-Gildas-des-Bois', 'Drefféac', 'Pontchâteau', 'Savenay', 'Nantes']"
"Les Sables-d'Olonne"", 'links': [], 'coord': {'lat': '46.500032', 'lon': '-1.781116'}, 'label': ""Les Sables-d'Olonne (Les Sables-d'Olonne)"", 'equipments': [], 'id': 'stop_point:SNCF:87486449:Train'",Nantes ,TER,858854,11-03-2023,08:46:00,08:46:00,0,,"['Les Sables-d\'Olonne"", \'links\': [], \'coord\': {\'lat\': \'46.500032\', \'lon\': \'-1.781116\'}, \'label\': ""Les Sables-d\'Olonne (Les Sables-d\'Olonne)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486449:Train\'', 'Olonne-sur-Mer', 'La Mothe-Achard', 'La Roche-sur-Yon', 'Belleville-sur-Vie', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Montaigu', 'Clisson', 'Nantes']"
Le Mans,Le Croisic ,TER,857387,11-03-2023,08:46:00,08:46:00,0,,"['Le Mans', 'La Suze', 'Sablé-sur-Sarthe', 'Morannes', 'Étriché - Châteauneuf', 'Tiercé', 'Le Vieux Briollay', 'Angers Maître École', 'Angers-Saint-Laud', 'Ancenis', 'Nantes', 'Savenay', 'Saint-Nazaire', 'Pornichet', 'La Baule les Pins', 'La Baule-Escoublac', 'Le Pouliguen', 'Batz-sur-Mer', 'Le Croisic']"
Le Croisic,Orléans ,TER,860004,11-03-2023,08:47:00,08:47:00,0,,"['Le Croisic', 'Batz-sur-Mer', 'Le Pouliguen', 'La Baule-Escoublac', 'La Baule les Pins', 'Pornichet', 'Saint-Nazaire', 'Savenay', 'Nantes', 'Ancenis', 'Angers-Saint-Laud', 'Saumur', 'Tours', 'Saint-Pierre-des-Corps', 'Montlouis', 'Amboise', 'Onzain - Chaumont-sur-Loire', 'Blois - Chambord', 'Mer', 'Beaugency', 'Meung-sur-Loire', 'Orléans']"
Pornic,Nantes ,TER,859284,11-03-2023,08:50:00,08:50:00,0,,"['Pornic', 'La Bernerie-en-Retz', 'Les Moutiers-en-Retz', 'Bourgneuf-en-Retz', 'Saint-Hilaire-de-Chaléons', 'Sainte-Pazanne', 'Port-Saint-Père - Saint-Mars', 'Bouaye', 'Rezé Pont Rousseau', 'Nantes']"
Saint-Gilles-Croix-de-Vie,Nantes ,TER,859134,11-03-2023,08:50:00,08:50:00,0,,"['Saint-Gilles-Croix-de-Vie', 'Saint-Hilaire-de-Riez - Gare SNCF', 'Challans', 'Machecoul', 'Sainte-Pazanne', 'Port-Saint-Père - Saint-Mars', 'Bouaye', 'Rezé Pont Rousseau', 'Nantes']"
Clisson,Nantes ,TER,859792,11-03-2023,09:21:00,09:21:00,0,,"['Clisson', 'Gorges', 'Le Pallet', 'La Haie-Fouassière', 'Vertou', 'Saint-Sébastien - Frêne Rond', 'Saint-Sébastien - Pas Enchantés', 'Nantes']"
Châteaubriant - Tram Train,Nantes ,TER,859621,11-03-2023,09:29:00,09:29:00,0,,"['Châteaubriant - Tram Train', 'Issé', 'Abbaretz', 'Nort-sur-Erdre', 'Sucé-sur-Erdre', 'La Chapelle - Aulnay', 'La Chapelle Centre', 'Erdre-Active', 'Babinière', 'Haluchère - Batignolles', 'Nantes']"
Angers-Saint-Laud,Nantes ,TER,857551,11-03-2023,09:39:00,09:39:00,0,,"['Angers-Saint-Laud', 'Savennières - Béhuard', 'La Possonnière', 'Champtocé-sur-Loire', 'Ingrandes sur Loire', 'Varades - Saint-Florent-le-Vieil', 'Ancenis', 'Oudon', 'Le Cellier', 'Mauves-sur-Loire', 'Thouaré', 'Nantes']"
Orléans,Le Croisic ,TER,860003,11-03-2023,09:47:30,09:47:30,0,,"['Orléans', 'Meung-sur-Loire', 'Beaugency', 'Mer', 'Blois - Chambord', 'Onzain - Chaumont-sur-Loire', 'Amboise', 'Montlouis', 'Saint-Pierre-des-Corps', 'Tours', 'Saumur', 'Angers-Saint-Laud', 'Ancenis', 'Nantes', 'Savenay', 'Saint-Nazaire', 'Pornichet', 'La Baule les Pins', 'La Baule-Escoublac', 'Le Pouliguen', 'Batz-sur-Mer', 'Le Croisic']"
Paris - Montparnasse - Hall 1 & 2,Nantes ,TGV INOUI,8803,11-03-2023,09:59:00,09:59:00,0,,"['Paris - Montparnasse - Hall 1 & 2', 'Sablé-sur-Sarthe', 'Angers-Saint-Laud', 'Nantes']"
Paris - Montparnasse - Hall 1 & 2,Nantes ,OUIGO,7621,11-03-2023,10:03:00,10:03:00,0,,"['Paris - Montparnasse - Hall 1 & 2', 'Le Mans', 'Angers-Saint-Laud', 'Nantes']"
Mazamet,Toulouse Matabiau ,TER,872472,10-03-2023,10:21:00,10:16:00,5,Régulation du trafic,"['Mazamet', 'Labruguière', 'Castres', 'Vielmur-sur-Agout', 'Damiatte - Saint-Paul', 'Lavaur', 'Les Cauquillous', 'Saint-Sulpice', 'Montastruc-la-Conseillère', 'Montrabé', 'Toulouse Matabiau']"
Narbonne,Toulouse Matabiau ,TER,423320,10-03-2023,11:45:00,11:45:00,0,,"['Narbonne', 'Lézignan-Corbières', 'Carcassonne', 'Bram', 'Castelnaudary', 'Avignonet', 'Villefranche-de-Lauragais', 'Villenouvelle', 'Baziège', 'Escalquens', 'Labège - Innopole', 'Toulouse Matabiau']"
Agen,Toulouse Matabiau ,TER,871843,10-03-2023,11:56:00,11:56:00,0,,"['Agen', 'Lamagistère', 'Valence d\'Agen"", \'links\': [], \'coord\': {\'lat\': \'44.111643\', \'lon\': \'0.891595\'}, \'label\': ""Valence d\'Agen (Valence)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611863:Train\'', 'Moissac', 'Castelsarrasin', 'Lavilledieu', 'Montauban Ville Bourbon', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Toulouse Matabiau']"
Bayonne,Toulouse Matabiau ,Intercités,62000,10-03-2023,12:26:00,12:26:00,0,,"['Bayonne', 'Pau', 'Toulouse Matabiau']"
Montréjeau - Gourdan-Polignan,Toulouse Matabiau ,TER,872728,10-03-2023,12:29:00,12:29:00,0,,"['Montréjeau - Gourdan-Polignan', 'Saint-Gaudens', 'Boussens', 'Muret', 'Saint-Agne', 'Toulouse Matabiau']"
Narbonne,Toulouse Matabiau ,TER,423322,10-03-2023,12:44:00,12:44:00,0,,"['Narbonne', 'Lézignan-Corbières', 'Carcassonne', 'Bram', 'Castelnaudary', 'Avignonet', 'Villefranche-de-Lauragais', 'Villenouvelle', 'Baziège', 'Escalquens', 'Labège - Innopole', 'Toulouse Matabiau']"
Muret,Toulouse Matabiau ,TER,872620,10-03-2023,12:59:30,12:59:30,0,,"['Muret', 'Portet - Saint-Simon', 'Saint-Agne', 'Toulouse Matabiau']"
Carcassonne,Toulouse Matabiau ,TER,423334,10-03-2023,13:02:00,13:02:00,0,,"['Carcassonne', 'Bram', 'Castelnaudary', 'Avignonet', 'Villefranche-de-Lauragais', 'Villenouvelle', 'Baziège', 'Montlaur', 'Escalquens', 'Labège - Village', 'Labège - Innopole', 'Toulouse Matabiau']"
Marseille - Saint-Charles,Bordeaux Saint-Jean ,Intercités,4758,10-03-2023,13:24:00,13:19:00,5,Prise en charge de clients en correspondance,"['Marseille - Saint-Charles', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau', 'Montauban Ville Bourbon', 'Marmande', 'Bordeaux Saint-Jean']"
Bayonne,Toulouse Matabiau ,Intercités,62002,10-03-2023,14:13:00,14:13:00,0,,"['Bayonne', 'Orthez', 'Pau', 'Lourdes', 'Tarbes', 'Toulouse Matabiau']"
Bayonne,Toulouse Matabiau ,Intercités,62012,10-03-2023,14:28:00,14:23:00,5,Embouteillage,"['Bayonne', 'Pau', 'Toulouse Matabiau']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4661,10-03-2023,14:40:00,14:40:00,0,,"['Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau', 'Carcassonne', 'Narbonne', 'Béziers', 'Montpellier Saint-Roch', 'Nîmes Centre', 'Arles', 'Marseille - Saint-Charles']"
Paris - Montparnasse - Hall 1 & 2,Toulouse Matabiau ,TGV INOUI,8505,10-03-2023,15:36:00,15:36:00,0,,"['Paris - Montparnasse - Hall 1 & 2', 'Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau']"
Agen,Toulouse Matabiau ,TER,871847,10-03-2023,15:47:00,15:47:00,0,,"['Agen', 'Lamagistère', 'Valence d\'Agen"", \'links\': [], \'coord\': {\'lat\': \'44.111643\', \'lon\': \'0.891595\'}, \'label\': ""Valence d\'Agen (Valence)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611863:Train\'', 'Moissac', 'Castelsarrasin', 'Lavilledieu', 'Montauban Ville Bourbon', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Toulouse Matabiau']"
Boussens,Toulouse Matabiau ,TER,872612,10-03-2023,16:21:00,16:21:00,0,,"['Boussens', 'Martres-Tolosane', 'Cazères-sur-Garonne', 'Carbonne', 'Longages - Noé', 'Le Fauga', 'Muret', 'Portet - Saint-Simon', 'Saint-Agne', 'Toulouse Matabiau']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4663,10-03-2023,16:39:00,16:39:00,0,,"['Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau', 'Carcassonne', 'Narbonne', 'Béziers', 'Montpellier Saint-Roch', 'Nîmes Centre', 'Marseille - Saint-Charles']"
Rodez,Toulouse Matabiau ,TER,870011,10-03-2023,16:41:00,16:41:00,0,,"['Rodez', 'Luc-la-Primaube', 'Baraqueville Carcenac Peyralès', 'Naucelle', 'Carmaux', 'Albi Madeleine', 'Albi-Ville', 'Gaillac', 'Lisle-sur-Tarn', 'Rabastens - Coufouleux', 'Saint-Sulpice', 'Toulouse Matabiau']"
Brive-la-Gaillarde,Toulouse Matabiau ,TER,871643,10-03-2023,17:02:00,17:02:00,0,,"['Brive-la-Gaillarde', 'Souillac', 'Gourdon', 'Cahors', 'Lalbenque - Fontanes', 'Caussade', 'Albias', 'Montauban Ville Bourbon', 'Montbartier', 'Dieupentale', 'Grisolles', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Saint-Jory', 'Lacourtensourt', 'Toulouse Matabiau']"
Marseille - Saint-Charles,Bordeaux Saint-Jean ,Intercités,4762,10-03-2023,17:18:00,17:18:00,0,,"['Marseille - Saint-Charles', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau', 'Montauban Ville Bourbon', 'Agen', 'Bordeaux Saint-Jean']"
Carcassonne,Toulouse Matabiau ,TER,870622,10-03-2023,17:40:00,17:40:00,0,,"['Carcassonne', 'Bram', 'Castelnaudary', 'Avignonet', 'Villefranche-de-Lauragais', 'Villenouvelle', 'Baziège', 'Escalquens', 'Labège - Innopole', 'Montaudran', 'Toulouse Matabiau']"
Montauban Ville Bourbon,Toulouse Matabiau ,TER,871817,10-03-2023,18:06:00,18:06:00,0,,"['Montauban Ville Bourbon', 'Montbartier', 'Dieupentale', 'Grisolles', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Saint-Jory', 'Lacourtensourt', 'Toulouse Matabiau']"
Bayonne,Toulouse Matabiau ,Intercités,62004,10-03-2023,18:17:00,18:17:00,0,,"['Bayonne', 'Orthez', 'Pau', 'Lourdes', 'Tarbes', 'Toulouse Matabiau']"
Carmaux,Toulouse Matabiau ,TER,870063,10-03-2023,18:20:00,18:20:00,0,,"['Carmaux', 'Albi Madeleine', 'Albi-Ville', 'Marssac-sur-Tarn', 'Tessonnières', 'Gaillac', 'Lisle-sur-Tarn', 'Rabastens - Coufouleux', 'Saint-Sulpice', 'Montastruc-la-Conseillère', 'Gragnague', 'Toulouse Matabiau']"
Bayonne,Toulouse Matabiau ,Intercités,62014,10-03-2023,18:27:00,18:27:00,0,,"['Bayonne', 'Pau', 'Toulouse Matabiau']"
Montréjeau - Gourdan-Polignan,Toulouse Matabiau ,TER,872712,10-03-2023,18:29:00,18:29:00,0,,"['Montréjeau - Gourdan-Polignan', 'Saint-Gaudens', 'Boussens', 'Martres-Tolosane', 'Cazères-sur-Garonne', 'Carbonne', 'Longages - Noé', 'Muret', 'Saint-Agne', 'Toulouse Matabiau']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4665,10-03-2023,18:40:00,18:40:00,0,,"['Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau', 'Carcassonne', 'Narbonne', 'Béziers', 'Montpellier Saint-Roch', 'Nîmes Centre', 'Marseille - Saint-Charles']"
Cahors,Toulouse Matabiau ,TER,871613,10-03-2023,19:02:00,19:02:00,0,,"['Cahors', 'Lalbenque - Fontanes', 'Caussade', 'Albias', 'Montauban Ville Bourbon', 'Montbartier', 'Dieupentale', 'Grisolles', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Saint-Jory', 'Lacourtensourt', 'Toulouse Matabiau']"
Boussens,Toulouse Matabiau ,TER,872882,10-03-2023,19:21:00,19:21:00,0,,"['Boussens', 'Martres-Tolosane', 'Cazères-sur-Garonne', 'Carbonne', 'Longages - Noé', 'Le Fauga', 'Muret', 'Portet - Saint-Simon', 'Saint-Agne', 'Toulouse Matabiau']"
Rodez,Toulouse Matabiau ,TER,870015,10-03-2023,19:54:00,19:54:00,0,,"['Rodez', 'Luc-la-Primaube', 'Baraqueville Carcenac Peyralès', 'Naucelle', 'Carmaux', 'Albi Madeleine', 'Albi-Ville', 'Gaillac', 'Lisle-sur-Tarn', 'Rabastens - Coufouleux', 'Saint-Sulpice', 'Toulouse Matabiau']"
Bayonne,Toulouse Matabiau ,Intercités,62006,10-03-2023,20:17:00,20:17:00,0,,"['Bayonne', 'Orthez', 'Pau', 'Lourdes', 'Tarbes', 'Toulouse Matabiau']"
Bayonne,Toulouse Matabiau ,Intercités,62016,10-03-2023,20:27:00,20:27:00,0,,"['Bayonne', 'Pau', 'Toulouse Matabiau']"
Perpignan,Toulouse Matabiau ,TER,876262,10-03-2023,20:43:00,20:43:00,0,,"['Perpignan', 'Rivesaltes', 'Salses', 'Leucate la Franqui', 'Port-la-Nouvelle', 'Narbonne', 'Lézignan-Corbières', 'Carcassonne', 'Bram', 'Castelnaudary', 'Villefranche-de-Lauragais', 'Baziège', 'Escalquens', 'Labège - Innopole', 'Montaudran', 'Toulouse Matabiau']"
Cahors,Toulouse Matabiau ,TER,871615,10-03-2023,20:59:00,20:59:00,0,,"['Cahors', 'Lalbenque - Fontanes', 'Caussade', 'Albias', 'Montauban Ville Bourbon', 'Montbartier', 'Dieupentale', 'Grisolles', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Saint-Jory', 'Lacourtensourt', 'Toulouse Matabiau']"
Paris - Montparnasse - Hall 1 & 2,Toulouse Matabiau ,TGV INOUI,8517,10-03-2023,21:36:00,21:36:00,0,,"['Paris - Montparnasse - Hall 1 & 2', 'Bordeaux Saint-Jean', 'Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau']"
Albi-Ville,Toulouse Matabiau ,TER,35853,10-03-2023,22:10:00,22:10:00,0,,"['Albi-Ville', 'Gaillac', 'Lisle-sur-Tarn', 'Saint-Sulpice', 'Toulouse Matabiau']"
Montauban Ville Bourbon,Toulouse Matabiau ,TER,871803,11-03-2023,07:02:00,07:02:00,0,,"['Montauban Ville Bourbon', 'Montbartier', 'Dieupentale', 'Grisolles', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Saint-Jory', 'Lacourtensourt', 'Toulouse Matabiau']"
Foix,Toulouse Matabiau ,TER,871400,11-03-2023,07:14:00,07:14:00,0,,"['Foix', 'Saint-Jean-de-Verges', 'Varilhes', 'Pamiers', 'Le Vernet d\'Ariège"", \'links\': [], \'coord\': {\'lat\': \'43.189541\', \'lon\': \'1.611911\'}, \'label\': ""Le Vernet d\'Ariège (Le Vernet)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611350:Train\'', 'Saverdun', 'Cintegabelle', 'Auterive', 'Venerque - Le Vernet', 'Pins-Justaret', 'Portet - Saint-Simon', 'Saint-Agne', 'Toulouse Matabiau']"
Carmaux,Toulouse Matabiau ,TER,870053,11-03-2023,07:20:00,07:20:00,0,,"['Carmaux', 'Albi Madeleine', 'Albi-Ville', 'Marssac-sur-Tarn', 'Tessonnières', 'Gaillac', 'Lisle-sur-Tarn', 'Rabastens - Coufouleux', 'Saint-Sulpice', 'Montastruc-la-Conseillère', 'Gragnague', 'Toulouse Matabiau']"
Auch,Toulouse Matabiau ,TER,870300,11-03-2023,07:36:00,07:36:00,0,,"['Auch', 'Aubiet', 'Gimont Cahuzac', 'L\'Isle-Jourdain"", \'links\': [], \'coord\': {\'lat\': \'43.617185\', \'lon\': \'1.089829\'}, \'label\': ""L\'Isle-Jourdain (L\'Isle-Jourdain)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611806:Train\'', 'Mérenvielle', 'Brax - Léguevin', 'Pibrac', 'Colomiers - Lycée International', 'Colomiers', 'Saint-Cyprien - Arènes', 'Gallieni - Cancéropôle', 'Saint-Agne', 'Toulouse Matabiau']"
Agen,Toulouse Matabiau ,TER,871833,11-03-2023,07:48:00,07:48:00,0,,"['Agen', 'Lamagistère', 'Valence d\'Agen"", \'links\': [], \'coord\': {\'lat\': \'44.111643\', \'lon\': \'0.891595\'}, \'label\': ""Valence d\'Agen (Valence)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611863:Train\'', 'Moissac', 'Castelsarrasin', 'Lavilledieu', 'Montauban Ville Bourbon', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Toulouse Matabiau']"
Ax-les-Thermes,Toulouse Matabiau ,TER,871450,11-03-2023,08:14:30,08:14:30,0,,"['Ax-les-Thermes', 'Luzenac - Garanou', 'Les Cabannes', 'Tarascon-sur-Ariège', 'Foix', 'Saint-Jean-de-Verges', 'Varilhes', 'Pamiers', 'Le Vernet d\'Ariège"", \'links\': [], \'coord\': {\'lat\': \'43.189541\', \'lon\': \'1.611911\'}, \'label\': ""Le Vernet d\'Ariège (Le Vernet)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611350:Train\'', 'Saverdun', 'Cintegabelle', 'Auterive', 'Venerque - Le Vernet', 'Pins-Justaret', 'Portet - Saint-Simon', 'Saint-Agne', 'Toulouse Matabiau']"
Carmaux,Toulouse Matabiau ,TER,870057,11-03-2023,08:20:00,08:20:00,0,,"['Carmaux', 'Albi Madeleine', 'Albi-Ville', 'Marssac-sur-Tarn', 'Tessonnières', 'Gaillac', 'Lisle-sur-Tarn', 'Rabastens - Coufouleux', 'Saint-Sulpice', 'Montastruc-la-Conseillère', 'Gragnague', 'Montrabé', 'Toulouse Matabiau']"
Montréjeau - Gourdan-Polignan,Toulouse Matabiau ,TER,872734,11-03-2023,08:21:00,08:21:00,0,,"['Montréjeau - Gourdan-Polignan', 'Saint-Gaudens', 'Saint-Martory', 'Boussens', 'Martres-Tolosane', 'Cazères-sur-Garonne', 'Carbonne', 'Longages - Noé', 'Le Fauga', 'Muret', 'Portet - Saint-Simon', 'Saint-Agne', 'Toulouse Matabiau']"
Montréjeau - Gourdan-Polignan,Toulouse Matabiau ,TER,872706,11-03-2023,08:29:00,08:29:00,0,,"['Montréjeau - Gourdan-Polignan', 'Saint-Gaudens', 'Boussens', 'Cazères-sur-Garonne', 'Carbonne', 'Muret', 'Saint-Agne', 'Toulouse Matabiau']"
Rodez,Toulouse Matabiau ,TER,870033,11-03-2023,08:51:00,08:51:00,0,,"['Rodez', 'Luc-la-Primaube', 'Baraqueville Carcenac Peyralès', 'Naucelle', 'Tanus', 'Carmaux', 'Albi Madeleine', 'Albi-Ville', 'Gaillac', 'Lisle-sur-Tarn', 'Rabastens - Coufouleux', 'Saint-Sulpice', 'Toulouse Matabiau']"
Perpignan,Toulouse Matabiau ,TER,876250,11-03-2023,08:58:00,08:58:00,0,,"['Perpignan', 'Rivesaltes', 'Salses', 'Leucate la Franqui', 'Port-la-Nouvelle', 'Narbonne', 'Lézignan-Corbières', 'Carcassonne', 'Bram', 'Castelnaudary', 'Villefranche-de-Lauragais', 'Baziège', 'Escalquens', 'Labège - Innopole', 'Montaudran', 'Toulouse Matabiau']"
Brive-la-Gaillarde,Toulouse Matabiau ,TER,871633,11-03-2023,09:01:00,09:01:00,0,,"['Brive-la-Gaillarde', 'Souillac', 'Gourdon', 'Cahors', 'Lalbenque - Fontanes', 'Caussade', 'Albias', 'Montauban Ville Bourbon', 'Montbartier', 'Dieupentale', 'Grisolles', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Saint-Jory', 'Lacourtensourt', 'Toulouse Matabiau']"
Mazamet,Toulouse Matabiau ,TER,872456,11-03-2023,09:10:30,09:10:30,0,,"['Mazamet', 'Labruguière', 'Castres', 'Vielmur-sur-Agout', 'Damiatte - Saint-Paul', 'Lavaur', 'Les Cauquillous', 'Saint-Sulpice', 'Montastruc-la-Conseillère', 'Montrabé', 'Toulouse Matabiau']"
Nîmes Centre,Toulouse Matabiau ,TER,876205,11-03-2023,09:12:00,09:12:00,0,,"['Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète', 'Marseillan Plage', 'Agde', 'Vias', 'Béziers', 'Coursan', 'Narbonne', 'Lézignan-Corbières', 'Carcassonne', 'Bram', 'Castelnaudary', 'Avignonet', 'Villefranche-de-Lauragais', 'Villenouvelle', 'Baziège', 'Montlaur', 'Escalquens', 'Labège - Village', 'Labège - Innopole', 'Montaudran', 'Toulouse Matabiau']"
Foix,Toulouse Matabiau ,TER,871416,11-03-2023,09:14:00,09:14:00,0,,"['Foix', 'Saint-Jean-de-Verges', 'Varilhes', 'Pamiers', 'Le Vernet d\'Ariège"", \'links\': [], \'coord\': {\'lat\': \'43.189541\', \'lon\': \'1.611911\'}, \'label\': ""Le Vernet d\'Ariège (Le Vernet)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611350:Train\'', 'Saverdun', 'Cintegabelle', 'Auterive', 'Venerque - Le Vernet', 'Pins-Justaret', 'Portet - Saint-Simon', 'Saint-Agne', 'Toulouse Matabiau']"
Montréjeau - Gourdan-Polignan,Toulouse Matabiau ,TER,872732,11-03-2023,09:29:30,09:29:30,0,,"['Montréjeau - Gourdan-Polignan', 'Saint-Gaudens', 'Boussens', 'Muret', 'Saint-Agne', 'Toulouse Matabiau']"
Auch,Toulouse Matabiau ,TER,870304,11-03-2023,09:37:00,09:37:00,0,,"['Auch', 'Aubiet', 'Gimont Cahuzac', 'L\'Isle-Jourdain"", \'links\': [], \'coord\': {\'lat\': \'43.617185\', \'lon\': \'1.089829\'}, \'label\': ""L\'Isle-Jourdain (L\'Isle-Jourdain)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611806:Train\'', 'Brax - Léguevin', 'Pibrac', 'Colomiers - Lycée International', 'Colomiers', 'Saint-Cyprien - Arènes', 'Gallieni - Cancéropôle', 'Saint-Agne', 'Toulouse Matabiau']"
Agen,Toulouse Matabiau ,TER,871839,11-03-2023,09:48:00,09:48:00,0,,"['Agen', 'Lamagistère', 'Valence d\'Agen"", \'links\': [], \'coord\': {\'lat\': \'44.111643\', \'lon\': \'0.891595\'}, \'label\': ""Valence d\'Agen (Valence)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611863:Train\'', 'Moissac', 'Castelsarrasin', 'Lavilledieu', 'Montauban Ville Bourbon', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Toulouse Matabiau']"
Marseille - Saint-Charles,Bordeaux Saint-Jean ,Intercités,4758,10-03-2023,11:08:00,11:03:00,5,Prise en charge de clients en correspondance,"['Marseille - Saint-Charles', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau', 'Montauban Ville Bourbon', 'Marmande', 'Bordeaux Saint-Jean']"
Paris - Gare de Lyon - Hall 1 & 2,Montpellier Saint-Roch ,TGV INOUI,6221,10-03-2023,11:14:00,11:14:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch']"
